16,40,21,89,50,77,25,16,89,57
22,45,61,97,24,74,0,67,70,38
53,58,76,22,16,84,44,6,27,78
12,46,29,31,69,83,25,64,95,79
94,76,23,43,82,58,98,77,49,31
2,21,99,50,65,63,66,44,31,47
68,34,77,19,76,3,6,95,63,91
56,65,53,21,90,97,25,33,79,99
80,72,64,35,15,71,27,65,56,88
21,36,87,19,31,44,92,21,41,29
67,93,88,26,93,48,58,93,60,22
14,29,3,23,12,80,92,99,71,51
0,17,92,76,61,35,73,98,33,61
2,73,65,59,88,11,86,29,25,30
17,41,39,56,64,2,50,27,86,37
91,53,73,80,60,87,56,40,45,37
53,44,39,71,74,28,98,81,72,56
89,57,48,82,12,34,60,82,17,53
19,28,32,31,50,82,26,12,4,78
24,43,62,66,8,27,39,52,63,25
1,70,80,80,91,44,78,26,23,95
58,0,96,53,41,28,17,12,11,95
40,77,66,84,48,64,84,75,53,99
78,68,13,11,2,14,61,89,21,53
82,5,69,24,40,67,98,24,28,34
25,21,88,51,82,94,87,69,35,99
76,51,58,42,61,52,66,7,20,56
75,17,32,7,56,57,44,46,58,87
70,4,12,68,50,75,80,66,22,40
99,37,37,75,80,30,21,59,60,13
45,31,49,70,32,4,17,72,4,4
71,12,16,88,45,9,63,27,45,26
59,16,39,63,6,18,97,59,16,37
8,2,75,77,10,93,25,11,35,74
23,60,80,45,37,52,75,46,82,73
75,35,64,34,84,59,0,81,55,69
58,46,48,21,3,53,44,1,32,52
61,57,91,80,64,40,87,41,0,4
45,47,61,84,21,24,30,66,3,95
97,65,57,41,70,21,78,94,92,89
8,97,62,1,8,80,86,20,59,59
28,7,76,65,11,52,43,35,39,6
73,90,15,64,24,79,51,90,77,59
51,80,32,17,85,71,9,80,13,6
5,66,78,34,69,25,66,2,7,60
6,70,25,93,8,49,63,6,73,55
42,30,18,17,23,72,3,74,43,51
61,98,95,21,67,9,36,43,0,38
81,25,63,1,26,28,90,7,14,44
98,44,17,45,5,78,52,28,79,96
56,83,1,82,38,11,2,16,0,21
14,83,97,21,56,65,91,83,83,55
85,11,54,29,38,37,70,34,99,19
12,80,36,21,76,97,9,93,42,99
48,34,88,14,19,8,15,59,15,56
90,29,42,45,75,48,91,80,41,52
95,37,28,81,31,82,8,99,70,88
77,2,8,64,6,22,19,35,77,26
43,8,77,73,48,78,22,14,84,59
39,4,94,13,36,24,57,99,18,37
12,69,20,87,11,98,50,89,6,40
75,35,74,20,50,42,78,14,58,22
73,5,59,76,20,76,42,26,44,86
79,89,96,45,39,49,48,81,1,92
