39,88,8,79,71,60,70,5,31,27
47,8,89,2,95,0,34,59,92,32
77,11,2,40,15,35,82,63,17,81
56,99,26,93,31,16,19,67,39,28
28,44,65,56,39,17,78,6,72,1
97,59,98,51,59,58,77,29,48,53
43,57,40,94,68,99,49,78,45,18
42,55,88,53,43,21,14,40,87,49
73,70,18,18,96,68,38,99,28,54
19,17,84,44,75,11,73,88,41,15
20,23,4,31,36,86,9,30,89,36
55,73,29,81,69,89,76,60,89,81
2,75,78,16,10,96,21,62,50,89
53,7,29,58,24,73,41,63,92,75
29,46,71,85,87,97,38,28,60,34
53,42,37,35,65,18,47,91,52,20
5,66,78,54,65,79,58,96,60,3
18,0,26,81,25,76,47,57,36,80
72,91,93,81,22,87,8,52,1,72
28,80,48,9,27,46,83,84,17,10
93,27,55,36,77,97,12,48,33,22
51,27,2,91,89,96,1,17,90,53
5,70,39,86,92,30,7,31,89,56
38,36,19,95,83,2,87,39,93,52
78,49,85,93,60,4,77,41,69,44
71,25,7,69,2,37,9,95,42,59
58,57,2,69,60,34,16,87,86,95
0,12,71,42,92,4,54,78,63,50
16,99,63,70,82,73,92,46,62,65
88,23,20,54,90,45,68,32,28,2
31,31,54,80,41,3,70,62,64,28
78,49,10,12,57,13,11,1,50,23
3,34,14,79,28,86,83,36,39,37
1,77,18,12,4,71,78,48,69,56
18,39,21,1,38,37,72,89,11,78
12,51,36,27,8,88,18,94,19,96
33,96,17,66,59,20,17,21,80,16
0,10,58,86,6,33,59,26,85,12
45,41,62,69,73,48,70,38,28,37
44,71,63,87,39,97,25,69,52,47
32,40,52,54,49,95,98,58,3,15
78,37,19,76,92,65,74,47,52,89
56,19,46,53,69,82,90,4,46,88
42,4,77,47,35,59,97,54,23,9
3,48,48,1,61,67,53,53,73,23
76,7,39,74,44,82,7,97,24,94
38,59,30,4,65,80,27,4,86,53
28,25,85,8,96,41,44,70,29,71
45,56,9,68,30,80,29,83,39,10
42,98,39,92,44,36,35,38,24,35
18,65,61,87,73,13,83,45,38,60
31,68,55,45,80,87,72,31,43,29
41,79,62,42,3,86,71,40,48,28
15,18,58,16,60,96,87,86,89,98
85,25,39,5,46,32,9,35,40,33
12,37,92,91,36,56,66,84,97,4
72,38,27,79,23,55,58,37,63,66
75,88,43,15,59,73,4,61,79,13
41,83,75,98,61,60,73,38,45,1
33,1,10,60,40,44,60,43,35,56
28,25,24,46,71,21,71,51,63,96
83,83,96,43,35,5,97,47,15,42
7,24,77,58,90,32,12,53,34,67
59,80,90,97,27,95,2,45,85,44
18,60,14,87,19,35,36,74,92,33
21,7,14,85,25,92,45,25,33,79
17,27,23,19,28,35,65,78,34,54
73,8,78,94,79,90,79,14,87,81
35,21,40,1,57,54,16,17,7,82
1,82,1,21,3,64,46,82,48,72
93,57,65,10,33,44,76,69,11,5
18,18,0,66,24,13,1,34,83,63
8,66,53,16,6,93,23,82,38,91
26,81,42,39,50,32,12,14,81,74
45,3,74,20,98,4,59,7,43,23
31,89,6,3,17,93,66,4,12,92
47,71,0,99,87,91,70,92,3,78
94,70,12,33,42,39,74,69,68,40
83,75,8,6,78,65,49,34,22,4
73,45,64,12,69,62,75,49,23,38
17,96,43,53,5,66,78,29,41,84
39,40,64,42,92,55,26,36,88,43
24,13,1,56,75,33,58,11,51,26
25,63,7,46,27,14,37,8,54,5
48,30,51,74,28,27,85,63,47,14
91,85,37,92,18,8,80,86,80,4
29,73,0,5,33,64,69,41,41,49
63,33,89,28,74,25,16,87,26,50
43,74,60,45,3,63,47,98,65,64
95,17,58,55,23,9,70,23,15,92
59,58,65,16,18,54,2,68,37,56
70,69,70,72,49,41,8,2,7,7
39,37,63,4,20,7,59,29,73,51
15,52,32,66,34,37,68,15,45,45
32,64,51,23,31,54,91,86,64,31
98,78,31,40,8,73,33,85,47,60
32,81,67,74,32,29,80,77,91,26
47,7,30,16,6,93,51,12,65,59
18,40,9,34,6,46,50,6,0,39
91,90,86,82,85,69,36,88,76,95
30,66,51,71,87,54,88,54,21,83
83,73,49,36,74,48,50,31,7,71
54,25,41,24,2,75,8,94,33,87
30,90,83,65,51,6,75,8,97,81
78,53,85,51,65,43,72,51,94,71
34,30,94,15,31,46,71,22,23,23
