97,14,11,9,54,37,86,19,93,66
48,0,92,15,56,43,26,16,99,9
85,53,56,45,60,65,32,58,92,59
94,87,55,6,96,90,82,49,98,73
25,91,94,11,60,12,0,40,10,89
43,32,73,40,70,85,63,85,97,11
75,48,59,86,81,21,12,49,22,43
88,90,58,2,14,30,30,61,35,55
70,50,51,75,25,92,72,86,33,33
52,43,48,21,20,49,27,80,4,31
8,85,53,78,67,4,44,68,53,86
72,23,62,31,91,93,18,43,3,91
60,41,45,8,71,79,69,72,5,48
1,79,9,12,64,95,40,27,2,92
24,79,19,96,54,70,22,81,20,16
20,20,63,72,28,27,92,34,54,24
10,21,31,32,97,15,39,32,42,90
5,28,50,67,98,61,40,14,70,42
8,64,80,59,38,24,22,80,38,83
18,89,34,66,16,2,51,70,6,33
47,33,27,70,89,85,7,94,72,11
67,11,35,43,42,23,89,47,97,23
42,10,87,96,66,20,96,29,35,31
85,57,8,34,61,52,28,83,89,37
15,0,78,67,71,17,60,27,51,89
66,20,24,77,92,60,39,65,15,14
76,24,16,18,21,95,31,62,27,72
86,84,26,5,93,63,45,96,5,32
47,80,6,51,27,78,30,27,56,39
95,28,14,55,35,17,17,96,68,42
12,56,97,28,87,61,80,25,12,23
4,67,92,48,41,30,48,24,3,5
85,3,91,87,88,48,7,29,4,27
25,91,11,9,59,55,83,44,87,71
79,71,92,24,7,89,17,90,78,78
82,82,68,73,88,9,18,69,55,99
20,15,82,85,94,49,91,97,38,18
52,9,7,1,5,48,24,64,62,59
46,77,91,21,79,96,6,86,25,99
47,49,15,41,1,1,34,20,39,7
48,78,7,22,65,40,9,94,82,86
37,12,22,78,77,75,55,75,13,85
45,15,13,78,20,65,37,77,1,57
37,23,74,67,65,47,94,7,93,75
31,39,91,58,85,16,94,21,45,91
53,5,36,97,56,51,60,91,37,96
27,14,69,83,0,80,91,0,20,17
60,0,30,18,5,98,92,3,20,60
2,11,16,98,73,93,33,68,27,94
81,86,80,62,73,24,23,76,78,22
16,3,91,67,69,90,4,85,11,31
78,18,94,11,81,57,71,40,61,18
22,29,37,64,56,46,59,79,65,6
82,30,20,39,17,70,45,45,53,47
11,84,46,58,15,97,98,27,53,34
24,24,62,83,47,64,25,45,97,54
1,32,19,79,67,79,8,68,10,90
75,6,78,95,3,57,23,36,15,35
25,83,64,31,31,6,20,87,85,23
90,28,84,42,72,50,29,25,80,62
74,39,14,44,66,50,44,62,79,61
55,59,57,2,43,5,96,34,54,73
65,79,35,95,58,96,84,54,79,5
85,32,21,26,74,93,89,53,6,76
57,42,5,58,19,84,50,8,62,0
31,35,70,63,42,18,5,27,51,13
64,23,28,59,64,56,12,47,44,70
28,29,99,48,33,88,52,50,18,60
1,90,92,44,10,54,58,85,82,47
75,11,42,12,14,9,90,22,92,25
76,7,86,32,31,15,63,64,73,45
44,95,49,28,82,77,52,27,48,53
98,59,31,50,61,16,29,42,34,75
50,67,78,84,42,93,79,87,89,70
42,50,59,11,29,92,35,93,44,25
66,23,74,29,64,70,56,88,55,37
5,57,96,52,16,75,18,76,66,87
77,7,58,22,81,87,13,10,9,76
96,69,37,85,99,38,6,41,81,55
66,96,49,74,26,98,20,44,47,85
80,10,72,51,49,28,40,93,86,4
67,48,13,33,59,90,38,25,3,59
79,18,75,47,9,67,23,88,23,0
24,33,30,76,46,24,63,44,79,30
99,79,58,15,54,74,86,64,2,75
10,67,0,28,79,50,79,51,79,6
18,93,64,11,64,49,4,85,74,69
77,76,15,33,29,0,65,40,61,48
42,79,88,56,2,46,64,57,41,12
17,48,4,49,53,19,4,84,49,38
57,98,63,28,99,43,67,7,38,49
75,85,97,84,48,26,44,90,8,90
87,26,51,10,77,57,1,92,72,64
38,21,18,33,17,54,95,66,83,21
54,72,44,77,9,85,66,66,68,86
8,44,21,8,11,19,81,98,49,30
94,65,78,13,96,40,51,94,34,16
38,90,69,85,71,66,96,67,55,81
98,33,66,95,93,85,90,74,83,71
62,53,45,16,94,8,68,14,57,29
45,60,90,73,20,40,68,92,58,97
42,59,79,14,86,52,68,71,29,5
29,17,5,52,33,73,5,5,99,52
71,68,81,69,37,66,42,10,53,8
71,40,31,93,23,93,84,96,4,3
22,52,96,54,24,59,6,40,44,24
47,47,20,23,38,42,93,84,48,65
60,4,28,51,54,83,1,62,95,88
52,89,93,84,59,17,3,80,74,73
70,79,79,31,24,73,26,84,98,54
24,29,90,55,14,93,86,51,42,44
89,14,51,83,55,45,55,28,80,1
62,42,15,83,73,50,66,0,31,48
55,82,86,45,47,76,39,99,34,55
2,9,88,40,93,21,68,24,25,61
19,34,17,76,30,90,93,61,21,67
31,77,56,72,41,51,75,83,9,14
58,19,39,32,69,63,0,38,10,34
74,10,29,73,58,99,53,66,2,8
7,5,45,32,49,19,27,25,96,86
98,79,34,27,68,67,52,5,74,30
42,37,54,40,96,15,31,54,82,25
47,52,55,81,39,61,54,96,99,54
1,21,4,79,81,86,67,40,35,94
37,42,2,80,68,10,47,42,20,10
86,11,95,89,40,74,90,94,80,23
43,86,9,40,26,53,13,31,12,43
67,55,80,30,91,26,69,26,7,62
35,43,43,31,5,80,15,34,56,23
72,51,1,47,6,7,49,60,97,23
42,10,11,4,95,83,93,32,33,23
79,13,13,91,90,20,92,53,47,99
70,28,86,87,50,31,22,20,1,66
80,54,31,51,42,20,27,22,72,38
28,67,30,60,9,35,44,92,45,99
27,21,14,20,1,80,83,33,76,16
29,86,11,85,73,80,26,47,95,12
92,87,35,26,90,96,26,13,36,99
89,4,33,24,29,6,72,8,6,32
36,59,77,55,5,11,15,61,98,77
15,3,9,19,66,56,47,13,23,25
49,24,82,61,35,33,64,30,20,86
58,87,1,75,49,49,59,27,68,56
50,13,77,97,20,59,50,2,62,68
93,1,58,29,15,84,97,80,13,44
12,15,30,61,41,94,99,84,8,82
33,58,74,18,34,1,88,7,71,91
95,86,59,73,30,59,56,90,17,9
28,51,36,89,85,51,56,62,22,87
87,6,58,88,17,76,22,45,6,31
21,30,85,32,63,32,90,86,71,63
35,88,14,21,81,19,58,47,46,30
67,66,68,5,44,0,0,19,80,4
47,79,48,38,25,77,69,7,43,96
65,69,86,1,23,97,93,19,26,0
51,66,37,65,29,42,77,96,19,74
35,78,71,47,24,57,22,38,0,33
8,9,87,0,5,60,97,53,98,27
82,70,71,53,42,42,9,50,89,95
30,48,66,51,69,27,78,86,67,74
76,61,63,96,82,89,35,18,66,21
16,17,0,54,19,65,93,3,40,48
83,24,5,14,94,23,79,97,69,52
9,87,27,39,24,39,52,49,76,37
26,10,79,70,76,43,66,67,74,70
84,42,85,18,92,8,24,39,7,27
9,14,23,51,42,36,15,90,88,13
86,71,46,50,90,82,99,55,17,7
52,34,11,14,38,80,2,96,3,38
25,62,75,54,74,11,79,19,10,88
73,10,66,26,54,81,1,24,98,40
16,82,59,22,12,79,28,81,47,11
6,76,94,60,86,37,35,33,19,63
98,76,30,87,81,13,96,81,70,66
24,87,11,32,7,15,79,26,80,64
47,29,32,93,99,69,30,33,44,78
80,45,39,28,37,54,54,59,1,4
70,55,14,41,25,57,48,44,69,49
2,30,9,36,64,96,39,92,5,44
76,59,68,33,17,56,35,74,84,17
31,94,85,2,74,76,52,68,74,53
50,63,21,78,75,8,73,77,20,62
15,82,22,73,10,98,43,99,0,64
9,49,22,65,26,20,12,46,35,19
