83,73,70,58,35,47,34,39,0,24
74,19,81,28,3,7,26,70,22,26
81,85,73,84,22,19,12,88,45,96
89,88,18,43,37,56,72,64,22,72
61,19,98,73,21,67,59,58,64,9
47,78,45,20,71,56,2,54,70,69
46,19,66,47,85,38,92,25,98,12
94,82,87,86,55,32,53,30,94,2
6,24,19,82,84,5,22,67,54,58
28,24,25,19,87,46,31,58,79,50
63,60,69,59,71,31,13,18,32,70
2,16,25,31,32,21,11,30,87,99
62,69,38,70,0,42,54,19,13,26
8,56,41,9,37,19,24,61,11,61
3,21,1,13,34,26,10,77,96,48
98,14,94,88,31,26,76,70,75,11
45,9,82,94,34,54,59,37,28,30
11,28,20,14,93,32,50,24,47,46
48,77,39,18,68,21,3,68,72,64
50,9,26,48,45,5,46,15,69,90
74,23,76,61,43,67,59,35,69,98
29,35,95,52,0,60,91,69,52,60
75,3,0,8,5,50,1,39,77,59
75,54,8,79,46,46,55,30,55,77
35,38,69,68,99,64,94,11,10,18
88,46,7,58,53,0,47,13,90,92
47,93,35,65,48,14,1,12,25,49
99,9,93,8,53,9,95,24,26,26
23,62,35,6,46,39,10,52,55,28
9,6,85,82,70,53,15,59,68,17
1,39,85,57,98,64,36,6,86,82
51,60,59,89,91,18,79,45,33,54
63,90,16,92,92,49,55,86,43,89
57,22,33,13,31,6,51,16,45,73
86,74,51,22,86,46,46,1,6,0
19,66,22,1,8,13,11,69,73,34
42,82,99,1,10,42,94,98,28,53
54,70,46,10,34,73,16,75,37,93
65,57,38,83,72,57,40,30,21,24
53,98,75,15,87,58,20,39,36,11
53,59,44,80,8,31,87,14,37,46
71,30,13,50,42,72,20,43,37,29
81,27,6,17,96,60,48,14,71,20
78,89,72,39,49,5,79,66,30,40
44,95,28,60,68,2,31,69,34,68
30,2,75,66,76,67,26,27,87,47
97,65,60,90,99,68,8,48,65,44
75,28,70,74,28,81,66,3,0,82
31,94,7,12,6,34,87,84,26,91
80,86,44,40,10,83,19,37,58,89
97,12,21,23,60,72,57,58,82,21
99,29,27,73,92,31,21,22,47,69
72,62,71,19,0,91,92,85,86,77
40,83,54,27,22,43,34,41,17,35
87,3,20,12,76,7,73,77,52,82
68,13,43,20,47,17,0,97,9,92
81,16,30,32,14,19,70,98,26,5
67,44,91,63,66,56,64,97,64,1
70,6,37,5,65,83,19,13,60,4
50,74,12,33,9,17,74,50,20,72
18,49,49,13,63,44,9,76,58,98
36,21,96,78,60,10,3,86,25,52
30,25,32,89,23,91,69,69,39,20
15,90,14,39,54,60,10,28,73,63
46,87,1,54,54,60,51,7,7,10
63,79,93,61,31,88,66,2,36,56
63,99,8,70,11,31,10,33,24,36
67,94,91,69,39,49,22,64,7,64
3,9,30,32,96,45,26,13,47,32
1,1,85,99,84,4,30,62,55,10
14,18,6,34,82,0,86,26,3,42
3,92,29,96,24,43,69,27,42,60
15,17,98,84,2,49,62,12,96,42
66,86,17,63,92,90,66,60,21,97
93,19,32,66,57,28,65,7,76,43
67,7,82,16,49,25,43,28,66,14
18,42,50,98,21,70,98,97,10,69
88,56,45,27,97,85,88,52,97,65
4,8,99,40,39,86,24,93,39,93
93,38,62,9,85,19,43,71,12,29
71,23,35,90,47,79,25,4,93,81
7,75,0,61,38,55,55,68,34,80
52,48,48,73,22,59,37,69,84,62
69,85,83,52,68,10,72,98,32,61
13,69,66,96,88,57,56,39,32,72
19,24,93,38,38,43,25,90,1,0
40,2,81,93,8,5,12,80,15,7
22,45,64,11,87,45,79,13,45,1
10,84,24,36,85,96,52,46,64,46
36,56,99,25,89,85,24,86,31,78
15,97,98,34,48,37,57,69,91,35
26,50,46,49,56,5,90,93,28,23
42,98,92,53,94,37,95,77,67,72
54,22,10,83,93,47,56,83,34,68
86,80,21,56,0,52,49,92,30,49
99,70,39,23,15,56,20,41,21,53
83,28,57,45,75,73,48,61,33,81
66,83,53,43,27,30,79,37,54,7
67,76,64,30,10,19,52,88,49,74
49,82,59,22,94,59,79,53,80,88
23,84,34,34,54,81,71,57,38,80
96,11,51,26,56,24,42,18,36,36
68,15,57,86,32,66,92,27,66,61
20,94,65,84,39,9,63,29,66,73
68,5,33,38,26,4,38,70,84,11
40,7,83,49,76,4,9,82,14,61
50,53,54,42,32,32,57,75,26,32
42,38,81,40,17,20,13,21,12,4
37,15,66,63,98,26,19,45,12,20
57,66,29,18,24,23,70,43,20,43
63,99,65,75,33,78,16,3,35,36
36,15,72,2,27,60,82,44,63,48
57,8,55,91,14,10,52,17,92,87
9,90,58,52,25,14,98,44,47,89
31,75,20,5,43,19,26,21,94,48
43,75,37,10,13,95,47,3,83,49
62,11,67,86,37,20,84,48,79,19
31,22,82,93,27,39,99,28,50,73
14,1,6,97,88,23,46,37,11,78
41,34,57,77,45,35,88,4,90,47
88,37,55,32,62,13,67,33,36,59
24,32,92,73,36,31,65,17,25,59
67,93,34,2,17,39,32,99,31,99
94,15,24,54,49,23,36,13,51,96
53,52,78,44,91,96,37,72,63,43
48,16,98,65,21,76,70,25,66,94
92,90,9,0,51,77,74,62,83,94
0,46,42,69,27,75,98,46,13,28
42,19,67,56,44,49,14,60,97,89
68,87,59,56,63,65,44,14,16,14
45,64,99,19,63,81,7,12,14,91
95,79,5,45,6,23,85,80,44,51
29,11,72,74,89,98,30,10,7,78
44,64,17,89,20,23,85,82,24,64
0,43,36,47,21,62,71,78,54,18
69,51,49,8,94,31,85,84,77,12
79,44,15,2,69,22,22,13,17,22
78,55,7,60,41,45,7,46,35,15
78,93,25,37,35,40,2,99,96,85
83,62,49,67,90,53,48,28,77,59
75,22,43,10,49,85,74,86,33,97
11,25,0,55,51,42,77,95,14,55
67,77,99,17,41,28,43,4,30,91
44,53,60,6,60,38,37,58,95,27
