78,91,67,88,65,24,89,14,70,56,31,10,69,38,52,80,29,16,76,24,64,91,65,46,79,93,29,57,94,29,73,45,74,49,88,89,41,0,54,99,19,20,78,86,96,55,9,38,50,74,41,15,76,11,47,72,31,93,54,1,93,91,61,1,19,73,79,57,67,21,25,10,47,50,88,44,32,73,29,21,70,1,46,38,8,37,44,10,34,30,7,85,67,74,85,2,97,13,37,58,63,68,58,90,25,12,45,75,47,17,9,79,79,13,24,90,28,17,64,18,74,10,77,81,8,71,66,9,62,67,81,40,41,74,37,48,16,52,2,30,5,83,14,36,73,9,79,62,29,43,81,36,74,63,49,81,96,80,4,54,42,2,80,16,85,64,54,57,4,35,10,99,96,0,75,19,64,75,87,23,72,23,54,12,83,58,83,60,48,83,8,75,13,25,64,93,76,74,68,76,31,90,84,63,21,74,66,24,78,23,0,72,29,58,53,22,2,40,90,90,63,24,32,92,88,85,65,40,67,32,6,39,25,64,93,57,38,24,34,47,94,89,48,66,90,47,8,30,26,60,30,8,85,66,97,74,76,61,65,80,92,41,43,60,7,18,23,35,87,37,73,52,83,43,53,38,64,30,34,81,72,93,96,32,17,18,66,63,53,48,72,89,83,56,7,88,14,56,63,36,93,6,2,12,83,13,5,29,48,54,69,24,44,97,33,42,79,58,55,22,98,56,41,98,85,82,32,17,40,1,4,45,14,81,87,43,63,68,58,41,80,10,36,71,35,30,25,96,37,81,39,6,39,62,83,58,61,45,45,68,40,89,14,68,87,10,21,38,86,62,1,60,78,12,87,66,0,92,89,60,56,42,23,85,91,32,60,67,64,74,19,56,90,44,80,44,55,69,8,70,86,35,0,9,3,39,43,66,17,13,41,74,22,21,7,70,98,9,26,26,19,79,23,85,31,20,68,6,24,51,40,30,75,7,19,56,6,4,86,77,43,51,83,15,55,54,1,3,92,5,16,36,34,11,45,90,44,69,26,31,70,30,93,79,37,34,25,9,39,59,14,78,54,79,89,49,42,34,61,62,91,85,43,7,63,65,16,78,86,61,69,75,59,14,26,68,19,1,61,92,50,15,77,24,18,44,17,62,42,2,5,64,67,90,3,39,9,4,27,50,76,20,91,96,70,80,16,13,31,21,2,39,99,21,91,38,44,45,1,78,33,59,8,82,37,56,18,22,90,4,38,26,63,13,7,16,55,44,0,20,6,46,40,12,70,6,85,34,88,49,7,13,12,13,75,47,49,22,99,24,32,57,69,92,17,71,55,70,5,13,34,7,43,5,94,96,70,53,50,12,22,49,5,26,22,13,82,59,95,80,40,25,65,19,34,33,20,30,78,70,56,49,74,74,24,29,42,29,98,57,31,97,19,4,92,1,20,79,76,51,90,63,56,94,44,9,33,54,99,76,5,29,59,92,68,35,40,14,47,73
56,2,74,76,3,99,79,46,44,73,13,95,4,98,62,97,46,4,95,82,97,68,88,82,31,18,47,89,32,13,97,95,7,3,42,53,21,73,16,80,5,28,13,85,29,7,1,62,48,58,87,89,62,61,66,90,64,71,10,88,47,67,26,59,51,34,19,51,74,37,28,14,61,66,60,48,60,0,22,83,22,87,46,60,16,78,26,19,81,66,14,85,62,0,79,87,77,36,51,48,93,84,33,39,12,22,86,19,15,79,38,4,7,34,29,2,44,2,70,77,80,39,9,47,34,1,4,3,14,86,22,17,51,79,71,44,3,20,22,92,67,17,76,70,20,0,30,19,52,4,24,57,45,83,86,54,73,61,39,49,88,93,33,98,39,64,39,59,24,78,80,99,98,26,92,69,78,27,6,13,13,14,94,34,78,51,58,1,47,82,57,22,83,18,81,25,99,3,3,91,22,96,62,7,84,35,1,47,16,25,97,47,42,12,43,67,55,29,69,73,19,90,6,63,40,38,4,16,15,80,9,73,97,24,84,34,85,60,5,69,16,28,12,79,96,88,23,38,26,88,95,79,98,68,37,48,95,3,98,54,86,33,87,71,69,81,97,40,37,40,50,44,51,49,84,66,82,80,36,40,98,42,68,41,2,87,46,62,56,51,23,19,59,28,20,79,44,82,34,0,71,53,62,96,14,34,15,47,20,89,4,26,37,91,30,57,55,62,82,90,9,70,43,22,37,95,70,22,19,22,3,13,69,63,63,25,23,86,26,86,75,88,87,0,29,44,20,99,20,8,29,57,28,9,72,24,41,74,74,88,66,90,62,22,70,88,82,38,60,85,51,27,10,81,14,22,34,17,84,46,21,45,26,43,37,0,32,24,37,57,98,46,72,38,84,50,11,21,79,34,68,92,62,15,44,18,84,39,15,28,45,35,80,15,86,32,79,25,21,1,71,42,3,22,90,61,37,89,87,60,8,28,13,10,94,70,85,97,10,12,13,56,31,70,75,36,1,73,5,5,97,34,11,50,68,65,5,32,85,41,49,31,5,90,14,81,40,12,46,35,52,0,71,20,56,12,54,57,97,98,31,65,96,42,38,1,44,70,73,81,29,8,45,3,8,44,75,23,22,39,44,75,51,10,67,66,42,63,0,78,89,65,4,73,85,80,24,69,38,93,85,45,12,57,30,80,18,53,51,54,67,90,69,93,31,25,16,47,70,4,96,29,69,54,67,19,75,82,91,64,25,24,99,33,42,73,26,76,88,14,23,63,73,94,13,92,44,47,89,17,97,61,18,55,1,49,59,81,44,16,34,16,59,45,91,65,40,79,12,55,48,84,66,71,68,55,30,21,16,45,66,41,38,20,92,35,76,20,74,71,15,92,35,38,48,56,32,79,22,40,39,0,26,36,53,64,1,79,40,33,85,52,99,42,32,38,26,51,83,96,54,30,97,1,93,18,70,10,76,68,42,72,32,3,1,58,95,79,2,39
40,92,68,50,78,36,16,93,52,11,26,3,75,17,47,23,24,14,55,63,14,5,69,16,57,63,7,55,38,7,87,30,22,62,88,27,82,62,79,24,79,29,56,21,33,11,63,9,84,66,20,76,12,97,62,1,21,0,37,47,91,71,24,48,76,5,3,88,15,95,75,82,51,18,34,8,53,66,83,84,2,98,3,39,2,23,63,48,95,7,27,6,23,69,86,36,97,1,66,10,46,32,37,15,88,87,17,10,47,49,70,55,22,79,55,14,73,12,60,88,99,13,36,22,96,63,54,16,11,89,95,71,46,57,65,72,62,32,66,23,41,51,47,84,46,60,28,23,38,36,44,12,35,55,68,59,2,30,63,16,65,1,37,24,55,93,71,75,31,13,86,4,37,95,34,68,43,14,14,81,18,64,40,19,76,62,91,2,93,24,86,54,82,6,79,60,7,48,23,97,99,63,79,54,54,74,76,68,15,93,29,67,40,0,95,79,99,33,59,44,54,81,88,52,99,67,8,5,93,79,40,20,72,81,64,22,96,57,14,48,69,65,29,5,29,99,83,99,62,36,50,92,15,40,15,61,87,43,71,59,66,30,28,73,42,80,48,32,4,0,70,9,52,80,9,83,60,48,85,51,5,37,44,76,36,31,83,41,6,35,44,36,43,48,4,43,56,38,32,5,97,27,22,82,57,43,2,51,15,23,63,10,14,56,45,40,32,10,28,33,50,44,51,93,76,11,39,7,80,95,17,15,34,76,70,86,47,42,52,16,35,99,9,40,50,82,29,26,94,91,22,89,2,19,14,86,7,20,87,70,48,80,39,87,23,54,53,97,42,19,12,27,1,51,83,0,97,30,19,41,80,99,55,65,45,46,14,77,16,44,99,25,9,23,27,11,84,16,81,43,85,49,16,34,94,31,95,57,62,86,62,8,82,77,36,99,63,58,84,8,55,37,15,86,26,51,15,72,33,37,59,68,86,62,70,48,71,33,84,74,39,48,62,55,0,55,10,97,48,1,24,52,19,19,41,88,76,55,18,20,98,77,66,98,90,15,59,56,0,78,4,83,1,79,34,41,72,80,81,74,2,7,1,14,87,16,60,9,93,95,53,35,72,2,86,91,51,95,75,35,59,2,75,52,82,35,62,50,12,61,60,69,40,95,87,58,13,62,8,70,96,71,41,33,94,0,87,36,31,54,35,10,13,57,29,97,98,34,31,19,13,30,22,55,93,68,96,93,21,15,3,56,27,46,11,62,4,10,71,36,63,52,75,26,29,30,55,68,89,41,13,57,51,26,46,5,22,32,70,37,65,44,4,52,18,32,48,60,94,78,83,48,74,96,38,2,25,2,23,68,17,18,79,68,78,69,72,76,28,10,7,67,74,72,17,56,96,62,66,70,60,96,52,40,36,16,11,54,29,87,24,13,91,12,93,79,74,99,1,23,47,85,57,55,90,59,49,95,46,10,17,47,79,28,58,87,52,85,48,39
40,28,63,86,19,80,91,45,90,71,9,56,4,27,70,31,55,71,13,66,1,37,20,42,54,59,44,60,27,18,11,75,37,51,90,93,72,23,95,57,48,72,67,25,47,4,70,14,22,23,25,91,29,12,38,12,70,65,97,14,2,85,4,50,4,79,79,16,7,47,20,21,5,18,41,2,4,66,57,77,81,31,71,66,47,91,31,71,93,68,22,29,23,34,98,78,39,90,56,46,37,85,70,39,25,54,8,15,15,11,89,68,18,97,55,41,58,34,27,79,40,52,28,92,10,29,52,28,93,55,78,64,73,96,1,27,2,8,57,44,64,25,41,20,62,55,86,83,22,10,66,62,77,24,73,40,0,60,30,92,1,22,97,99,70,92,26,6,69,1,79,40,92,89,22,40,40,75,9,78,62,50,46,56,68,25,33,5,78,41,19,99,97,30,72,11,98,14,78,15,88,85,20,20,29,0,82,1,4,70,3,33,48,99,59,42,27,46,38,8,82,17,6,11,8,0,53,92,59,28,74,31,6,63,79,18,66,4,85,78,44,81,80,0,77,55,2,40,64,41,17,61,42,16,51,57,95,50,45,39,84,46,40,65,1,38,26,32,64,11,20,56,55,66,90,49,18,59,38,87,29,96,10,87,44,31,89,56,31,33,44,29,15,97,12,76,27,81,44,80,99,5,63,58,28,61,45,68,27,85,81,74,68,99,13,19,7,20,92,7,34,90,26,6,14,7,16,84,7,73,56,45,66,64,15,84,34,75,0,90,39,69,61,99,7,53,89,86,41,18,21,19,9,41,17,91,64,61,0,12,10,52,50,71,3,53,72,81,62,22,19,61,94,67,30,13,12,12,85,79,2,82,66,1,59,17,97,66,74,15,58,1,97,22,45,51,97,80,18,54,29,32,45,97,26,90,53,74,68,88,67,99,12,67,35,95,24,47,74,40,84,31,11,49,61,7,90,54,21,97,43,58,49,35,15,82,82,61,50,2,47,2,69,43,79,19,71,81,89,35,95,65,0,33,91,42,66,41,2,27,19,31,23,33,37,96,54,54,56,81,84,3,81,43,63,96,32,75,80,54,82,4,91,55,59,30,45,92,44,35,16,95,19,83,77,18,17,61,73,55,7,15,0,25,64,46,37,99,8,37,63,70,20,26,4,4,62,44,65,73,83,95,20,42,59,48,81,92,98,47,63,99,20,50,31,65,93,50,31,11,69,1,22,98,87,3,16,60,85,66,59,37,57,63,78,52,88,37,51,35,44,95,79,8,65,90,72,57,58,88,32,26,30,80,11,80,60,77,71,73,8,41,53,24,86,18,91,57,28,68,56,10,49,93,30,34,61,22,6,10,55,1,72,10,24,85,22,85,82,28,11,78,35,44,63,94,71,57,91,22,77,61,11,67,96,1,73,2,91,46,77,9,84,48,31,25,10,72,47,81,7,29,21,17,6,90,63,27,24,76,27,53,5,62,52,67,13,85,72,90
98,49,83,7,15,26,87,83,46,9,98,65,6,78,10,59,85,84,35,25,14,38,58,77,20,56,35,0,62,18,91,77,52,63,11,83,60,33,69,91,40,36,17,92,64,25,40,4,92,16,5,65,99,47,23,15,41,68,34,61,70,84,76,52,44,67,75,22,83,79,52,96,87,11,23,39,20,21,1,44,73,42,62,89,20,33,78,38,85,94,52,25,78,44,62,81,67,61,56,18,24,27,81,15,24,43,30,46,78,36,32,22,54,89,9,68,64,31,8,21,33,64,17,15,92,23,69,55,30,80,72,78,18,42,9,47,98,59,59,32,65,16,62,83,59,67,74,81,22,71,77,77,27,20,31,66,27,12,44,12,9,19,60,99,64,17,22,53,61,55,10,52,41,3,57,9,98,13,80,79,10,90,93,23,10,35,26,47,70,75,81,92,81,52,47,39,84,96,49,69,4,64,60,17,37,39,30,9,98,57,35,34,26,38,38,53,94,13,47,24,42,48,12,52,61,69,7,11,48,95,41,48,57,21,39,45,9,6,55,27,80,93,18,81,23,27,8,25,38,67,59,54,83,90,90,12,48,44,32,79,85,97,18,57,44,19,39,81,81,24,97,77,99,96,97,34,89,80,52,18,89,92,35,87,15,35,49,33,65,37,83,99,5,11,57,77,44,39,92,84,71,86,24,67,71,37,38,85,37,67,52,9,46,16,53,52,36,77,32,12,31,2,6,63,0,29,7,20,93,40,80,48,30,40,37,69,16,82,98,52,48,32,37,7,24,68,28,13,34,43,42,35,57,78,60,49,42,39,71,68,16,39,70,33,21,65,81,78,67,16,43,8,29,56,90,94,55,9,1,96,20,8,17,45,24,31,61,1,87,77,1,50,2,43,32,61,77,69,14,58,85,97,8,47,5,57,31,29,93,35,67,16,91,64,98,53,32,75,39,41,53,94,98,41,25,51,40,18,83,24,68,61,48,87,85,1,48,44,12,68,52,44,80,78,23,14,38,68,17,9,94,35,7,10,54,91,32,73,56,90,61,84,88,39,55,31,19,81,18,51,73,44,61,67,83,24,18,23,63,40,0,20,0,46,28,85,56,71,91,20,33,47,27,95,90,62,42,81,49,28,13,39,37,38,21,10,24,34,51,68,84,4,43,42,91,91,50,42,85,5,81,6,97,30,77,90,25,92,40,77,1,95,44,78,64,59,4,72,52,91,6,68,63,75,50,60,28,74,84,48,48,84,73,96,40,15,34,40,26,26,21,80,85,4,67,40,93,74,35,50,24,14,96,8,71,26,47,23,8,46,69,55,15,28,81,47,64,10,43,71,35,19,64,79,0,60,90,86,0,23,34,96,10,14,35,25,68,50,83,27,95,63,99,5,59,47,88,30,88,37,4,16,18,48,43,6,43,56,89,2,32,23,47,85,99,78,23,63,84,36,84,31,26,23,1,39,67,63,82,53,14,59,76,69,64,57,14,34,81,45
92,22,8,65,20,60,65,66,97,61,38,69,52,68,10,24,32,76,29,45,48,98,14,38,79,32,71,13,68,38,31,11,21,16,19,12,13,97,85,48,42,46,95,17,94,56,59,68,21,77,86,44,5,9,47,76,86,39,12,7,35,57,31,10,99,20,29,58,7,9,89,13,66,24,15,20,11,48,55,15,1,99,39,80,33,16,81,59,40,97,82,48,77,87,32,27,76,55,19,9,92,21,63,37,71,53,26,30,69,5,89,13,42,84,46,67,72,39,56,44,65,82,15,95,70,34,34,39,44,64,18,51,61,28,35,20,23,22,94,92,54,78,79,27,75,83,61,29,29,30,36,9,77,22,90,11,81,71,80,9,90,95,25,17,16,47,97,9,60,43,36,25,18,99,4,19,93,31,55,93,45,14,97,21,6,90,21,48,25,88,64,83,36,86,87,76,4,25,37,95,53,92,5,98,88,35,16,8,69,26,76,38,30,92,6,24,85,60,19,61,20,38,80,64,44,97,1,42,0,35,66,68,6,92,18,16,77,29,30,84,20,46,14,24,14,63,88,60,44,34,57,27,17,18,75,6,22,20,74,20,27,14,54,66,76,74,20,24,80,39,10,81,79,36,8,2,14,6,23,22,82,86,80,59,13,48,4,63,35,48,42,57,97,24,15,32,98,49,74,79,96,83,22,10,18,75,58,59,18,78,92,31,20,55,44,99,97,41,12,65,43,57,7,61,73,0,91,99,98,34,66,69,79,2,65,4,55,14,99,31,72,51,46,14,50,11,74,47,54,58,26,28,32,39,37,97,32,9,88,67,66,34,79,0,42,14,46,78,57,30,97,95,49,17,86,8,58,88,39,77,85,7,98,34,72,38,33,94,66,84,8,39,58,40,89,14,61,45,83,34,66,97,75,83,61,41,10,89,28,22,32,42,38,95,30,95,55,26,32,98,59,12,12,84,94,33,15,45,4,67,32,89,5,86,60,74,24,93,76,92,61,62,51,63,90,12,88,42,41,33,54,15,68,95,23,39,24,34,57,99,79,82,98,95,26,32,18,79,78,77,18,85,73,16,3,66,5,57,34,56,15,68,29,8,40,49,62,94,39,12,28,94,59,63,28,74,40,89,86,75,64,69,29,90,41,77,32,43,81,88,15,58,88,35,17,23,32,36,42,32,8,92,29,14,74,72,45,20,27,18,31,90,95,90,91,64,84,3,52,50,68,42,96,60,89,33,51,42,92,23,36,11,47,64,50,58,34,92,12,78,58,51,43,27,62,62,74,48,20,14,55,28,77,94,25,27,89,82,88,9,55,48,91,10,84,48,36,1,74,88,60,59,17,58,35,22,12,96,15,73,84,37,14,3,19,65,35,76,73,69,5,46,78,87,15,84,32,65,16,85,2,66,24,89,25,11,83,47,25,86,62,15,28,29,53,48,93,6,5,23,57,5,62,47,55,26,46,93,45,79,50,35,49,59,11,90,76,19,12,90
29,58,10,45,93,81,20,26,8,82,5,94,47,17,91,49,74,35,55,27,5,78,65,8,0,1,42,99,37,48,65,40,59,7,25,35,11,31,7,65,68,61,47,76,2,89,27,89,13,72,64,71,77,77,15,0,10,51,93,41,69,45,10,56,25,97,93,43,63,62,13,64,8,94,50,40,88,11,68,85,23,63,42,90,0,54,43,52,87,29,6,96,91,48,94,5,48,39,61,24,77,39,4,61,37,49,31,15,93,58,45,58,40,24,74,40,20,73,85,94,78,6,77,38,25,20,77,98,46,69,86,54,52,58,21,56,84,59,3,58,64,73,56,46,98,92,29,10,42,9,87,16,94,66,39,69,6,84,50,99,96,77,85,54,75,70,10,23,44,81,51,46,21,59,72,30,56,17,23,74,35,45,39,71,41,4,37,7,22,5,61,73,18,49,14,18,6,41,83,20,23,5,74,36,50,86,57,76,11,41,25,86,3,14,19,27,17,52,27,41,15,14,96,76,52,61,26,97,93,82,99,61,24,79,92,89,56,2,13,95,70,40,49,60,11,76,63,53,77,31,23,93,72,31,56,57,27,88,82,14,2,30,77,72,13,89,10,84,65,83,59,21,1,23,89,18,51,35,13,16,91,19,67,66,84,86,71,46,24,92,63,88,50,13,7,81,67,63,86,13,86,77,90,92,69,48,36,48,94,93,76,75,21,35,20,96,46,69,74,97,44,33,17,64,44,40,20,68,94,14,14,70,99,48,1,66,9,94,79,16,95,83,25,99,69,33,53,42,7,15,32,63,67,69,25,53,16,64,40,87,69,13,60,14,74,71,4,41,17,46,96,20,1,53,50,57,46,0,97,80,39,73,19,28,45,4,55,88,4,87,3,42,75,51,3,40,70,1,43,66,62,23,36,41,70,64,88,99,68,76,15,2,97,16,26,47,48,22,74,30,83,29,42,18,45,57,47,80,52,44,24,1,27,75,97,4,50,97,16,32,9,56,95,64,3,23,48,24,65,38,87,97,82,1,49,19,33,97,71,68,24,80,81,55,70,64,2,33,3,98,7,85,35,24,84,76,4,91,73,6,89,33,54,53,62,25,18,91,54,61,63,74,79,12,8,36,12,90,46,96,75,97,30,14,25,45,21,14,56,91,91,34,3,45,56,52,7,84,16,8,38,79,76,43,40,52,71,72,32,85,98,62,31,33,23,96,42,34,54,75,41,58,45,20,6,49,52,52,39,73,42,27,81,59,50,90,67,67,57,95,66,64,73,28,19,50,46,75,80,53,1,13,99,31,51,25,46,11,32,85,82,40,47,41,81,17,48,73,48,45,51,87,34,60,64,30,35,83,64,8,64,12,77,92,53,68,85,17,58,16,43,93,4,39,62,99,30,35,59,98,31,73,41,89,88,62,71,8,28,70,61,31,99,42,66,2,92,38,72,43,28,28,31,26,30,20,2,59,20,91,56,70,8,97,12,84,7,73,87,61
32,89,27,92,26,76,29,78,46,99,45,99,76,16,31,93,23,16,54,87,62,14,72,67,96,14,31,34,30,52,95,23,26,83,19,41,98,16,47,46,65,85,24,50,62,87,19,63,96,75,53,66,3,17,47,52,27,14,96,7,8,36,94,29,50,96,41,9,34,33,69,26,56,65,24,60,52,53,92,50,76,93,4,46,71,8,39,44,94,9,23,61,53,21,27,40,84,33,90,91,25,4,58,99,33,92,28,18,84,59,78,13,45,57,34,95,57,56,13,64,65,12,30,88,11,86,19,43,49,76,60,9,85,94,61,55,94,62,16,9,14,81,43,65,12,61,5,27,47,83,78,76,10,79,38,65,25,64,19,42,25,64,76,10,95,88,15,15,30,31,22,69,49,32,19,71,8,20,10,44,31,89,34,16,63,7,37,69,77,30,36,72,34,97,72,59,92,3,96,36,45,21,8,18,64,9,9,57,93,8,11,76,88,98,50,63,70,13,99,73,82,66,63,81,52,60,28,2,30,16,89,78,75,45,47,77,9,34,78,67,20,17,99,73,62,24,36,33,86,46,22,36,38,44,64,1,28,91,98,20,18,29,27,51,63,98,55,28,98,50,23,49,40,88,11,51,93,90,38,10,95,76,68,95,9,16,6,29,85,11,19,19,93,50,42,52,52,72,27,21,42,55,15,50,13,39,71,14,84,45,46,31,72,90,30,5,24,7,26,61,96,24,97,68,84,37,68,66,78,2,88,56,64,73,71,90,65,42,44,84,69,71,50,70,93,27,19,50,38,40,26,42,31,79,64,51,23,96,7,49,92,14,24,60,8,84,42,31,51,42,50,94,70,54,98,48,88,35,97,64,40,40,34,60,98,40,0,75,0,90,70,36,62,44,21,31,4,19,44,0,1,77,63,25,41,85,73,22,3,66,5,63,34,94,48,11,60,24,81,82,56,40,17,97,19,75,97,26,15,95,97,25,83,3,47,75,65,51,94,53,78,37,22,77,25,35,40,36,90,34,87,10,23,53,78,20,83,33,83,19,11,54,2,56,29,73,69,1,86,76,1,60,79,74,11,12,55,99,43,5,76,91,3,11,61,66,44,89,96,62,79,23,49,39,96,92,57,40,66,28,64,22,24,38,25,36,42,71,40,91,14,93,28,11,21,70,67,67,93,73,78,87,62,52,75,38,92,30,86,46,2,80,79,97,69,83,69,8,91,78,60,85,14,88,14,25,26,98,36,62,92,51,56,94,87,44,23,30,7,11,7,20,47,61,61,85,77,96,81,3,60,41,91,14,64,27,0,73,56,12,72,7,45,61,75,23,58,58,44,41,86,18,29,40,91,3,76,54,56,87,58,71,93,72,71,22,0,11,94,83,9,25,48,71,51,59,60,59,93,24,6,75,25,53,30,33,48,52,73,70,23,49,52,81,15,33,27,56,36,41,59,3,55,36,53,49,41,6,71,30,82,0,77,54,32,82,82,36,1,10
19,92,59,77,11,92,17,83,79,82,98,11,37,14,37,42,68,97,57,41,38,84,43,28,58,73,96,81,87,4,11,85,8,97,17,50,21,62,22,17,89,60,95,31,82,69,48,73,16,81,59,83,46,54,79,87,38,0,87,19,32,57,27,37,46,17,8,2,8,61,4,36,69,57,78,92,23,53,2,35,89,28,18,0,2,89,14,68,27,30,10,91,76,2,68,0,22,26,15,56,65,66,27,25,39,64,12,89,90,15,21,58,7,15,2,81,64,64,13,69,19,45,97,79,6,77,34,88,68,92,73,17,73,66,20,81,5,91,63,99,49,25,12,97,93,99,53,0,36,19,37,14,47,17,65,57,11,65,10,40,67,1,12,9,33,15,65,32,40,38,78,16,46,68,39,98,42,20,16,46,72,87,69,52,64,2,76,56,54,27,80,58,28,34,30,82,66,19,15,66,46,39,7,90,83,14,61,68,67,4,76,27,37,45,33,93,61,59,66,47,73,17,42,67,13,9,63,75,8,41,48,10,2,1,71,35,22,98,48,2,18,51,29,92,86,96,60,21,50,59,61,79,74,14,9,69,42,55,41,88,65,29,94,12,53,89,51,7,37,54,51,78,83,42,75,51,9,74,54,24,46,92,83,60,55,44,36,63,99,70,3,2,39,26,63,75,53,54,13,49,49,85,33,92,41,25,22,62,3,81,19,92,37,12,39,55,13,44,83,12,25,11,13,36,15,14,41,38,20,94,24,86,58,46,16,43,36,92,17,26,54,90,63,15,39,32,76,80,36,66,73,93,53,1,26,82,17,99,53,5,93,60,20,16,31,32,50,74,18,73,89,65,66,51,99,14,47,17,46,6,53,17,59,94,49,78,52,24,93,75,89,84,29,52,65,92,97,31,54,70,72,31,70,76,59,53,14,80,83,27,62,61,25,58,71,19,7,64,61,83,1,61,82,76,73,81,45,30,27,22,9,26,97,87,19,60,1,54,46,18,52,87,93,87,9,19,88,88,72,15,3,7,9,63,27,87,25,72,57,57,51,58,97,97,3,11,59,2,80,39,15,30,88,34,51,73,75,10,32,36,77,16,45,71,62,3,33,36,33,55,39,2,21,32,35,54,96,83,86,42,64,58,36,44,1,77,94,26,55,34,64,80,85,58,4,60,48,24,2,8,89,37,72,82,72,53,41,99,12,81,50,52,74,96,24,49,97,39,36,34,5,29,17,22,0,1,35,20,94,49,0,28,36,5,38,92,22,35,47,63,4,69,85,51,54,19,81,95,41,46,66,24,37,92,35,12,48,8,71,58,20,74,72,16,66,6,22,56,29,91,95,57,48,31,99,22,67,76,52,54,7,68,87,69,50,60,41,52,54,51,88,23,89,34,96,50,88,83,15,82,37,40,58,95,28,57,10,76,58,91,23,46,60,1,99,8,57,56,44,91,64,95,99,30,53,70,2,45,18,25,46,0,17,53,33,69,45,21,82,84
38,19,29,15,14,65,25,57,62,4,93,87,92,7,66,66,93,72,25,23,72,84,44,89,43,6,82,86,22,57,41,33,81,75,26,36,23,80,25,47,93,74,6,15,14,27,33,80,46,99,95,85,54,74,41,17,83,49,6,52,7,85,88,20,41,2,22,59,68,28,8,31,25,2,92,34,79,0,91,42,97,24,13,65,62,85,13,5,88,33,72,50,4,85,13,7,1,55,37,81,6,4,31,13,65,3,69,88,39,95,32,98,8,21,11,94,8,85,55,56,62,93,50,17,38,73,56,26,66,2,23,45,48,49,35,33,50,55,61,34,71,89,25,19,8,77,58,70,88,37,47,98,47,78,50,28,23,63,84,22,60,44,79,0,78,73,45,6,90,39,41,36,58,64,82,50,47,28,86,19,53,34,79,33,23,26,22,30,16,49,33,95,7,50,75,27,44,93,89,53,28,25,58,56,77,49,99,89,44,60,96,13,55,56,82,54,44,19,24,96,42,50,36,43,7,23,41,3,87,73,84,49,42,93,71,70,63,83,92,45,89,67,2,84,28,78,41,6,74,29,36,22,90,81,30,14,35,3,15,22,37,19,71,0,93,7,88,40,55,56,22,68,27,52,40,75,91,18,51,82,4,35,45,16,73,62,10,32,46,40,50,37,82,24,20,28,21,14,22,49,35,28,23,96,26,45,50,72,9,80,46,37,20,58,16,19,76,89,29,90,52,4,74,79,90,31,48,43,43,92,54,35,50,5,81,65,17,84,12,43,51,42,2,3,27,84,45,7,69,76,99,32,52,7,59,44,59,62,41,9,19,51,37,42,89,25,73,93,37,85,34,11,59,14,86,89,3,74,15,58,20,10,7,16,10,64,89,36,14,17,64,49,19,70,94,47,7,97,67,18,69,88,3,11,98,70,31,17,0,28,76,77,57,31,37,85,95,89,35,80,30,1,53,29,85,59,56,44,1,87,6,45,90,82,5,98,13,91,14,61,66,21,88,37,68,20,25,73,58,90,74,56,23,43,93,58,26,19,83,17,78,41,61,10,55,15,82,46,4,24,2,45,16,88,4,93,58,58,27,89,94,12,6,1,94,21,32,50,60,44,57,20,42,18,4,98,48,59,68,51,82,75,16,29,97,19,35,51,18,74,34,64,22,64,8,72,27,30,53,35,69,63,65,77,26,66,68,64,17,69,80,24,29,88,50,0,20,11,81,35,57,72,22,98,73,72,82,68,22,31,50,39,7,76,15,61,49,78,93,53,92,0,80,81,55,72,13,83,26,23,16,79,52,53,66,45,7,9,57,92,71,86,72,8,1,54,26,4,8,56,47,94,65,20,83,68,35,61,95,4,78,88,37,61,42,90,2,22,23,68,61,86,54,58,73,21,32,57,52,46,21,27,30,88,10,67,20,63,78,60,57,33,20,28,23,19,32,22,94,83,68,66,82,35,48,73,50,54,91,18,83,85,24,92,8,6,25,93,36,69
